"","Div","Season","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR"
"653","SP1","201516","05/03/16","Real Madrid","Celta",7,1,"H",1,0,"H"
"654","SP1","201516","05/03/16","Villarreal","Las Palmas",0,1,"A",0,1,"A"
"655","SP1","201516","06/03/16","Betis","Granada",2,0,"H",0,0,"D"
"656","SP1","201516","06/03/16","Eibar","Barcelona",0,4,"A",0,2,"A"
"657","SP1","201516","06/03/16","Sociedad","Levante",1,1,"D",1,1,"D"
"658","SP1","201516","06/03/16","Sp Gijon","Ath Bilbao",0,2,"A",0,1,"A"
"659","SP1","201516","06/03/16","Valencia","Ath Madrid",1,3,"A",1,1,"D"
"660","SP1","201516","07/03/16","Espanol","Vallecano",2,1,"H",1,0,"H"
"661","SP1","201516","11/03/16","Malaga","Sp Gijon",1,0,"H",1,0,"H"
"662","SP1","201516","12/03/16","Ath Madrid","La Coruna",3,0,"H",1,0,"H"
"663","SP1","201516","12/03/16","Barcelona","Getafe",6,0,"H",4,0,"H"
"664","SP1","201516","12/03/16","Celta","Sociedad",1,0,"H",1,0,"H"
"665","SP1","201516","12/03/16","Vallecano","Eibar",1,1,"D",1,1,"D"
"666","SP1","201516","13/03/16","Ath Bilbao","Betis",3,1,"H",2,0,"H"
"667","SP1","201516","13/03/16","Las Palmas","Real Madrid",1,2,"A",0,1,"A"
"668","SP1","201516","13/03/16","Levante","Valencia",1,0,"H",0,0,"D"
"669","SP1","201516","13/03/16","Sevilla","Villarreal",4,2,"H",1,2,"A"
"670","SP1","201516","14/03/16","Granada","Espanol",1,1,"D",1,0,"H"
"671","SP1","201516","18/03/16","Getafe","Eibar",1,1,"D",1,0,"H"
"672","SP1","201516","19/03/16","Betis","Malaga",0,1,"A",0,0,"D"
"673","SP1","201516","19/03/16","Granada","Vallecano",2,2,"D",1,1,"D"
"674","SP1","201516","19/03/16","La Coruna","Levante",2,1,"H",1,0,"H"
"675","SP1","201516","19/03/16","Sociedad","Las Palmas",0,1,"A",0,1,"A"
"676","SP1","201516","19/03/16","Sp Gijon","Ath Madrid",2,1,"H",0,1,"A"
"677","SP1","201516","20/03/16","Espanol","Ath Bilbao",2,1,"H",0,1,"A"
"678","SP1","201516","20/03/16","Real Madrid","Sevilla",4,0,"H",1,0,"H"
"679","SP1","201516","20/03/16","Valencia","Celta",0,2,"A",0,0,"D"
"680","SP1","201516","20/03/16","Villarreal","Barcelona",2,2,"D",0,2,"A"
"681","SP1","201516","01/04/16","Vallecano","Getafe",2,0,"H",1,0,"H"
"682","SP1","201516","02/04/16","Ath Madrid","Betis",5,1,"H",2,0,"H"
"683","SP1","201516","02/04/16","Barcelona","Real Madrid",1,2,"A",0,0,"D"
"684","SP1","201516","02/04/16","Celta","La Coruna",1,1,"D",1,1,"D"
"685","SP1","201516","02/04/16","Las Palmas","Valencia",2,1,"H",0,1,"A"
"686","SP1","201516","03/04/16","Ath Bilbao","Granada",1,1,"D",1,0,"H"
"687","SP1","201516","03/04/16","Eibar","Villarreal",1,2,"A",1,1,"D"
"688","SP1","201516","03/04/16","Malaga","Espanol",1,1,"D",1,1,"D"
"689","SP1","201516","03/04/16","Sevilla","Sociedad",1,2,"A",0,2,"A"
"690","SP1","201516","04/04/16","Levante","Sp Gijon",0,0,"D",0,0,"D"
"691","SP1","201516","08/04/16","Granada","Malaga",0,0,"D",0,0,"D"
"692","SP1","201516","09/04/16","Betis","Levante",1,0,"H",0,0,"D"
"693","SP1","201516","09/04/16","Espanol","Ath Madrid",1,3,"A",1,1,"D"
"694","SP1","201516","09/04/16","Real Madrid","Eibar",4,0,"H",4,0,"H"
"695","SP1","201516","09/04/16","Sociedad","Barcelona",1,0,"H",1,0,"H"
"696","SP1","201516","10/04/16","Ath Bilbao","Vallecano",1,0,"H",0,0,"D"
"697","SP1","201516","10/04/16","Sp Gijon","Celta",0,1,"A",0,0,"D"
"698","SP1","201516","10/04/16","Valencia","Sevilla",2,1,"H",1,0,"H"
"699","SP1","201516","10/04/16","Villarreal","Getafe",2,0,"H",1,0,"H"
"700","SP1","201516","11/04/16","La Coruna","Las Palmas",1,3,"A",0,0,"D"
"701","SP1","201516","15/04/16","Levante","Espanol",2,1,"H",1,1,"D"
"702","SP1","201516","16/04/16","Celta","Betis",1,1,"D",0,1,"A"
"703","SP1","201516","16/04/16","Eibar","Sociedad",2,1,"H",1,1,"D"
"704","SP1","201516","16/04/16","Getafe","Real Madrid",1,5,"A",0,2,"A"
"705","SP1","201516","16/04/16","Las Palmas","Sp Gijon",1,1,"D",1,0,"H"
"706","SP1","201516","17/04/16","Ath Madrid","Granada",3,0,"H",1,0,"H"
"707","SP1","201516","17/04/16","Barcelona","Valencia",1,2,"A",0,2,"A"
"708","SP1","201516","17/04/16","Malaga","Ath Bilbao",0,1,"A",0,0,"D"
"709","SP1","201516","17/04/16","Sevilla","La Coruna",1,1,"D",1,0,"H"
"710","SP1","201516","17/04/16","Vallecano","Villarreal",2,1,"H",1,1,"D"
"711","SP1","201516","19/04/16","Betis","Las Palmas",1,0,"H",0,0,"D"
"712","SP1","201516","19/04/16","Espanol","Celta",1,1,"D",1,1,"D"
"713","SP1","201516","20/04/16","Ath Bilbao","Ath Madrid",0,1,"A",0,1,"A"
"714","SP1","201516","20/04/16","La Coruna","Barcelona",0,8,"A",0,2,"A"
"715","SP1","201516","20/04/16","Malaga","Vallecano",1,1,"D",0,0,"D"
"716","SP1","201516","20/04/16","Real Madrid","Villarreal",3,0,"H",1,0,"H"
"717","SP1","201516","20/04/16","Sp Gijon","Sevilla",2,1,"H",1,1,"D"
"718","SP1","201516","20/04/16","Valencia","Eibar",4,0,"H",3,0,"H"
"719","SP1","201516","21/04/16","Granada","Levante",5,1,"H",3,0,"H"
"720","SP1","201516","21/04/16","Sociedad","Getafe",1,2,"A",1,1,"D"
"721","SP1","201516","22/04/16","Las Palmas","Espanol",4,0,"H",1,0,"H"
"722","SP1","201516","23/04/16","Ath Madrid","Malaga",1,0,"H",0,0,"D"
"723","SP1","201516","23/04/16","Barcelona","Sp Gijon",6,0,"H",1,0,"H"
"724","SP1","201516","23/04/16","Eibar","La Coruna",1,1,"D",1,0,"H"
"725","SP1","201516","23/04/16","Vallecano","Real Madrid",2,3,"A",2,1,"H"
"726","SP1","201516","24/04/16","Getafe","Valencia",2,2,"D",0,0,"D"
"727","SP1","201516","24/04/16","Levante","Ath Bilbao",2,2,"D",1,0,"H"
"728","SP1","201516","24/04/16","Sevilla","Betis",2,0,"H",0,0,"D"
"729","SP1","201516","24/04/16","Villarreal","Sociedad",0,0,"D",0,0,"D"
"730","SP1","201516","25/04/16","Celta","Granada",2,1,"H",1,0,"H"
"731","SP1","201516","29/04/16","Sp Gijon","Eibar",2,0,"H",1,0,"H"
"732","SP1","201516","30/04/16","Ath Madrid","Vallecano",1,0,"H",0,0,"D"
"733","SP1","201516","30/04/16","Betis","Barcelona",0,2,"A",0,0,"D"
"734","SP1","201516","30/04/16","Granada","Las Palmas",3,2,"H",2,2,"D"
"735","SP1","201516","30/04/16","Sociedad","Real Madrid",0,1,"A",0,0,"D"
"736","SP1","201516","01/05/16","Ath Bilbao","Celta",2,1,"H",1,1,"D"
"737","SP1","201516","01/05/16","Espanol","Sevilla",1,0,"H",0,0,"D"
"738","SP1","201516","01/05/16","La Coruna","Getafe",0,2,"A",0,1,"A"
"739","SP1","201516","01/05/16","Valencia","Villarreal",0,2,"A",0,2,"A"
"740","SP1","201516","02/05/16","Malaga","Levante",3,1,"H",1,1,"D"
"741","SP1","201516","08/05/16","Barcelona","Espanol",5,0,"H",1,0,"H"
"742","SP1","201516","08/05/16","Celta","Malaga",1,0,"H",1,0,"H"
"743","SP1","201516","08/05/16","Eibar","Betis",1,1,"D",0,1,"A"
"744","SP1","201516","08/05/16","Getafe","Sp Gijon",1,1,"D",0,0,"D"
"745","SP1","201516","08/05/16","Las Palmas","Ath Bilbao",0,0,"D",0,0,"D"
"746","SP1","201516","08/05/16","Levante","Ath Madrid",2,1,"H",1,1,"D"
"747","SP1","201516","08/05/16","Real Madrid","Valencia",3,2,"H",2,0,"H"
"748","SP1","201516","08/05/16","Sevilla","Granada",1,4,"A",0,1,"A"
"749","SP1","201516","08/05/16","Sociedad","Vallecano",2,1,"H",1,0,"H"
"750","SP1","201516","08/05/16","Villarreal","La Coruna",0,2,"A",0,1,"A"
"751","SP1","201516","13/05/16","Valencia","Sociedad",0,1,"A",0,0,"D"
"752","SP1","201516","14/05/16","Ath Bilbao","Sevilla",3,1,"H",2,0,"H"
"753","SP1","201516","14/05/16","Ath Madrid","Celta",2,0,"H",0,0,"D"
"754","SP1","201516","14/05/16","Granada","Barcelona",0,3,"A",0,2,"A"
"755","SP1","201516","14/05/16","La Coruna","Real Madrid",0,2,"A",0,2,"A"
"756","SP1","201516","15/05/16","Betis","Getafe",2,1,"H",0,0,"D"
"757","SP1","201516","15/05/16","Espanol","Eibar",4,2,"H",2,0,"H"
"758","SP1","201516","15/05/16","Malaga","Las Palmas",4,1,"H",2,1,"H"
"759","SP1","201516","15/05/16","Sp Gijon","Villarreal",2,0,"H",1,0,"H"
"760","SP1","201516","15/05/16","Vallecano","Levante",3,1,"H",2,0,"H"
"761","SP2","201617","19/08/16","Almeria","Cadiz",1,1,"D",0,0,"D"
"762","SP2","201617","19/08/16","Mirandes","Getafe",1,1,"D",0,0,"D"
"763","SP2","201617","20/08/16","Alcorcon","Huesca",0,0,"D",0,0,"D"
"764","SP2","201617","20/08/16","Cordoba","Tenerife",1,0,"H",1,0,"H"
"765","SP2","201617","20/08/16","Elche","Vallecano",2,1,"H",2,1,"H"
"766","SP2","201617","20/08/16","Mallorca","Reus Deportiu",0,1,"A",0,0,"D"
"767","SP2","201617","21/08/16","Gimnastic","Lugo",2,2,"D",0,2,"A"
"768","SP2","201617","21/08/16","Numancia","Levante",0,1,"A",0,0,"D"
"769","SP2","201617","21/08/16","Sevilla B","Girona",3,3,"D",1,0,"H"
"770","SP2","201617","21/08/16","Valladolid","Oviedo",1,0,"H",1,0,"H"
"771","SP2","201617","22/08/16","Zaragoza","UCAM Murcia",3,1,"H",3,0,"H"
"772","SP2","201617","26/08/16","Getafe","Numancia",0,0,"D",0,0,"D"
"773","SP2","201617","26/08/16","Tenerife","Sevilla B",1,1,"D",0,1,"A"
"774","SP2","201617","27/08/16","Girona","Elche",3,1,"H",2,0,"H"
"775","SP2","201617","27/08/16","Lugo","Zaragoza",3,3,"D",1,1,"D"
"776","SP2","201617","27/08/16","Oviedo","Almeria",2,0,"H",0,0,"D"
"777","SP2","201617","27/08/16","Reus Deportiu","Mirandes",1,1,"D",1,1,"D"
"778","SP2","201617","28/08/16","Cadiz","Mallorca",1,1,"D",1,0,"H"
"779","SP2","201617","28/08/16","Huesca","Gimnastic",1,1,"D",0,0,"D"
"780","SP2","201617","28/08/16","Levante","Alcorcon",2,0,"H",2,0,"H"
"781","SP2","201617","28/08/16","UCAM Murcia","Cordoba",1,1,"D",0,0,"D"
"782","SP2","201617","28/08/16","Vallecano","Valladolid",0,0,"D",0,0,"D"
"783","SP2","201617","02/09/16","Cordoba","Lugo",3,3,"D",1,1,"D"
"784","SP2","201617","02/09/16","Sevilla B","UCAM Murcia",1,1,"D",0,0,"D"
"785","SP2","201617","03/09/16","Almeria","Vallecano",3,0,"H",2,0,"H"
"786","SP2","201617","03/09/16","Elche","Tenerife",3,1,"H",1,0,"H"
"787","SP2","201617","03/09/16","Getafe","Reus Deportiu",1,1,"D",0,0,"D"
"788","SP2","201617","03/09/16","Mirandes","Cadiz",3,2,"H",0,2,"A"
"789","SP2","201617","03/09/16","Valladolid","Girona",2,1,"H",2,0,"H"
"790","SP2","201617","04/09/16","Gimnastic","Levante",1,1,"D",0,0,"D"
"791","SP2","201617","04/09/16","Mallorca","Oviedo",0,0,"D",0,0,"D"
"792","SP2","201617","04/09/16","Numancia","Alcorcon",1,1,"D",1,1,"D"
"793","SP2","201617","04/09/16","Zaragoza","Huesca",1,0,"H",0,0,"D"
"794","SP2","201617","10/09/16","Levante","Zaragoza",4,2,"H",3,1,"H"
"795","SP2","201617","10/09/16","Lugo","Sevilla B",1,0,"H",0,0,"D"
"796","SP2","201617","10/09/16","Reus Deportiu","Numancia",1,1,"D",0,0,"D"
"797","SP2","201617","10/09/16","Tenerife","Valladolid",1,0,"H",1,0,"H"
"798","SP2","201617","11/09/16","Alcorcon","Gimnastic",1,0,"H",0,0,"D"
"799","SP2","201617","11/09/16","Cadiz","Getafe",3,0,"H",1,0,"H"
"800","SP2","201617","11/09/16","Girona","Almeria",3,3,"D",2,1,"H"
"801","SP2","201617","11/09/16","Huesca","Cordoba",3,0,"H",2,0,"H"
"802","SP2","201617","11/09/16","Oviedo","Mirandes",0,0,"D",0,0,"D"
"803","SP2","201617","11/09/16","UCAM Murcia","Elche",1,1,"D",0,1,"A"
"804","SP2","201617","11/09/16","Vallecano","Mallorca",1,0,"H",0,0,"D"
"805","SP2","201617","17/09/16","Cordoba","Levante",1,0,"H",1,0,"H"
"806","SP2","201617","17/09/16","Elche","Lugo",0,3,"A",0,2,"A"
"807","SP2","201617","17/09/16","Numancia","Gimnastic",1,0,"H",1,0,"H"
"808","SP2","201617","17/09/16","Reus Deportiu","Cadiz",1,0,"H",0,0,"D"
"809","SP2","201617","17/09/16","Valladolid","UCAM Murcia",0,1,"A",0,0,"D"
"810","SP2","201617","17/09/16","Zaragoza","Alcorcon",2,0,"H",1,0,"H"
"811","SP2","201617","18/09/16","Almeria","Tenerife",0,1,"A",0,0,"D"
"812","SP2","201617","18/09/16","Getafe","Oviedo",2,1,"H",0,1,"A"
"813","SP2","201617","18/09/16","Mallorca","Girona",1,0,"H",1,0,"H"
"814","SP2","201617","18/09/16","Mirandes","Vallecano",2,1,"H",1,1,"D"
"815","SP2","201617","18/09/16","Sevilla B","Huesca",2,0,"H",0,0,"D"
"816","SP2","201617","20/09/16","Alcorcon","Cordoba",0,1,"A",0,0,"D"
"817","SP2","201617","20/09/16","Cadiz","Numancia",1,0,"H",0,0,"D"
"818","SP2","201617","20/09/16","Gimnastic","Zaragoza",0,0,"D",0,0,"D"
"819","SP2","201617","20/09/16","Lugo","Valladolid",1,0,"H",1,0,"H"
"820","SP2","201617","21/09/16","Huesca","Elche",0,3,"A",0,0,"D"
"821","SP2","201617","21/09/16","Levante","Sevilla B",1,0,"H",0,0,"D"
"822","SP2","201617","21/09/16","UCAM Murcia","Almeria",4,0,"H",1,0,"H"
"823","SP2","201617","22/09/16","Girona","Mirandes",1,1,"D",0,0,"D"
"824","SP2","201617","22/09/16","Oviedo","Reus Deportiu",0,1,"A",0,0,"D"
"825","SP2","201617","22/09/16","Tenerife","Mallorca",0,0,"D",0,0,"D"
"826","SP2","201617","22/09/16","Vallecano","Getafe",2,0,"H",1,0,"H"
"827","SP2","201617","24/09/16","Almeria","Lugo",0,0,"D",0,0,"D"
"828","SP2","201617","24/09/16","Cordoba","Gimnastic",2,0,"H",1,0,"H"
"829","SP2","201617","24/09/16","Elche","Levante",0,1,"A",0,0,"D"
"830","SP2","201617","24/09/16","Sevilla B","Alcorcon",1,1,"D",1,0,"H"
"831","SP2","201617","24/09/16","Valladolid","Huesca",1,2,"A",0,0,"D"
"832","SP2","201617","25/09/16","Cadiz","Oviedo",0,2,"A",0,2,"A"
"833","SP2","201617","25/09/16","Getafe","Girona",0,2,"A",0,1,"A"
"834","SP2","201617","25/09/16","Mallorca","UCAM Murcia",0,0,"D",0,0,"D"
"835","SP2","201617","25/09/16","Mirandes","Tenerife",3,2,"H",2,0,"H"
"836","SP2","201617","25/09/16","Numancia","Zaragoza",2,1,"H",1,1,"D"
"837","SP2","201617","25/09/16","Reus Deportiu","Vallecano",1,1,"D",1,0,"H"
"838","SP2","201617","01/10/16","Alcorcon","Elche",1,0,"H",0,0,"D"
"839","SP2","201617","01/10/16","Gimnastic","Sevilla B",1,1,"D",1,1,"D"
"840","SP2","201617","01/10/16","Huesca","Almeria",2,0,"H",1,0,"H"
"841","SP2","201617","01/10/16","Lugo","Mallorca",3,1,"H",2,1,"H"
"842","SP2","201617","01/10/16","Zaragoza","Cordoba",1,1,"D",1,1,"D"
"843","SP2","201617","02/10/16","Girona","Reus Deportiu",1,0,"H",0,0,"D"
"844","SP2","201617","02/10/16","Levante","Valladolid",3,2,"H",1,1,"D"
"845","SP2","201617","02/10/16","Oviedo","Numancia",2,2,"D",1,1,"D"
"846","SP2","201617","02/10/16","Tenerife","Getafe",0,0,"D",0,0,"D"
"847","SP2","201617","02/10/16","UCAM Murcia","Mirandes",2,2,"D",1,2,"A"
"848","SP2","201617","02/10/16","Vallecano","Cadiz",3,0,"H",1,0,"H"
"849","SP2","201617","08/10/16","Elche","Gimnastic",4,4,"D",2,1,"H"
"850","SP2","201617","08/10/16","Getafe","UCAM Murcia",2,0,"H",0,0,"D"
"851","SP2","201617","08/10/16","Numancia","Cordoba",1,1,"D",1,0,"H"
"852","SP2","201617","08/10/16","Reus Deportiu","Tenerife",0,0,"D",0,0,"D"
"853","SP2","201617","08/10/16","Sevilla B","Zaragoza",2,1,"H",0,0,"D"
"854","SP2","201617","08/10/16","Valladolid","Alcorcon",2,0,"H",2,0,"H"
"855","SP2","201617","09/10/16","Almeria","Levante",2,2,"D",1,0,"H"
"856","SP2","201617","09/10/16","Cadiz","Girona",0,0,"D",0,0,"D"
"857","SP2","201617","09/10/16","Mallorca","Huesca",3,0,"H",2,0,"H"
"858","SP2","201617","09/10/16","Mirandes","Lugo",2,2,"D",0,2,"A"
"859","SP2","201617","09/10/16","Oviedo","Vallecano",2,0,"H",1,0,"H"
"860","SP2","201617","15/10/16","Alcorcon","Almeria",0,0,"D",0,0,"D"
"861","SP2","201617","15/10/16","Girona","Oviedo",0,0,"D",0,0,"D"
"862","SP2","201617","15/10/16","Huesca","Mirandes",3,0,"H",1,0,"H"
"863","SP2","201617","15/10/16","Levante","Mallorca",2,1,"H",1,1,"D"
"864","SP2","201617","15/10/16","Lugo","Getafe",0,1,"A",0,0,"D"
"865","SP2","201617","16/10/16","Cordoba","Sevilla B",0,1,"A",0,0,"D"
"866","SP2","201617","16/10/16","Gimnastic","Valladolid",1,2,"A",1,1,"D"
"867","SP2","201617","16/10/16","Tenerife","Cadiz",1,1,"D",0,0,"D"
"868","SP2","201617","16/10/16","UCAM Murcia","Reus Deportiu",0,2,"A",0,2,"A"
"869","SP2","201617","16/10/16","Vallecano","Numancia",3,3,"D",1,1,"D"
"870","SP2","201617","16/10/16","Zaragoza","Elche",1,3,"A",0,3,"A"
"871","SP2","201617","22/10/16","Elche","Cordoba",1,1,"D",1,0,"H"
"872","SP2","201617","22/10/16","Getafe","Huesca",1,1,"D",0,0,"D"
"873","SP2","201617","22/10/16","Numancia","Sevilla B",1,2,"A",1,1,"D"
"874","SP2","201617","22/10/16","Reus Deportiu","Lugo",2,1,"H",2,0,"H"
"875","SP2","201617","22/10/16","Vallecano","Girona",1,0,"H",0,0,"D"
"876","SP2","201617","23/10/16","Almeria","Gimnastic",3,0,"H",1,0,"H"
"877","SP2","201617","23/10/16","Cadiz","UCAM Murcia",2,2,"D",2,0,"H"
"878","SP2","201617","23/10/16","Mallorca","Alcorcon",1,0,"H",0,0,"D"
"879","SP2","201617","23/10/16","Mirandes","Levante",0,3,"A",0,1,"A"
"880","SP2","201617","23/10/16","Oviedo","Tenerife",2,0,"H",1,0,"H"
"881","SP2","201617","23/10/16","Valladolid","Zaragoza",0,0,"D",0,0,"D"
"882","SP2","201617","29/10/16","Cordoba","Valladolid",1,1,"D",1,1,"D"
"883","SP2","201617","29/10/16","Huesca","Reus Deportiu",2,1,"H",0,1,"A"
"884","SP2","201617","29/10/16","Tenerife","Vallecano",3,2,"H",2,1,"H"
"885","SP2","201617","29/10/16","Zaragoza","Almeria",2,1,"H",1,0,"H"
"886","SP2","201617","30/10/16","Alcorcon","Mirandes",1,0,"H",0,0,"D"
"887","SP2","201617","30/10/16","Gimnastic","Mallorca",2,2,"D",1,0,"H"
"888","SP2","201617","30/10/16","Girona","Numancia",3,0,"H",3,0,"H"
"889","SP2","201617","30/10/16","Levante","Getafe",1,1,"D",1,1,"D"
"890","SP2","201617","30/10/16","Lugo","Cadiz",0,1,"A",0,0,"D"
"891","SP2","201617","30/10/16","Sevilla B","Elche",2,0,"H",0,0,"D"
"892","SP2","201617","30/10/16","UCAM Murcia","Oviedo",0,1,"A",0,1,"A"
"893","SP2","201617","05/11/16","Cadiz","Huesca",1,0,"H",0,0,"D"
"894","SP2","201617","05/11/16","Girona","Tenerife",1,1,"D",1,1,"D"
"895","SP2","201617","05/11/16","Mallorca","Zaragoza",2,2,"D",0,1,"A"
"896","SP2","201617","05/11/16","Valladolid","Sevilla B",2,0,"H",0,0,"D"
"897","SP2","201617","05/11/16","Vallecano","UCAM Murcia",0,1,"A",0,0,"D"
"898","SP2","201617","06/11/16","Almeria","Cordoba",3,1,"H",3,1,"H"
"899","SP2","201617","06/11/16","Getafe","Alcorcon",1,0,"H",0,0,"D"
"900","SP2","201617","06/11/16","Mirandes","Gimnastic",0,1,"A",0,0,"D"
"901","SP2","201617","06/11/16","Numancia","Elche",2,2,"D",2,0,"H"
"902","SP2","201617","06/11/16","Oviedo","Lugo",1,1,"D",0,1,"A"
"903","SP2","201617","06/11/16","Reus Deportiu","Levante",0,1,"A",0,0,"D"
"904","SP2","201617","11/11/16","Cordoba","Mallorca",0,2,"A",0,0,"D"
"905","SP2","201617","12/11/16","Alcorcon","Reus Deportiu",1,0,"H",0,0,"D"
"906","SP2","201617","12/11/16","Elche","Valladolid",2,0,"H",1,0,"H"
"907","SP2","201617","12/11/16","Gimnastic","Getafe",1,0,"H",1,0,"H"
"908","SP2","201617","12/11/16","Huesca","Oviedo",4,0,"H",3,0,"H"
"909","SP2","201617","12/11/16","Levante","Cadiz",0,0,"D",0,0,"D"
"910","SP2","201617","12/11/16","Tenerife","Numancia",1,1,"D",1,0,"H"
"911","SP2","201617","13/11/16","Lugo","Vallecano",1,0,"H",1,0,"H"
"912","SP2","201617","13/11/16","Sevilla B","Almeria",1,0,"H",1,0,"H"
"913","SP2","201617","13/11/16","UCAM Murcia","Girona",0,1,"A",0,0,"D"
"914","SP2","201617","13/11/16","Zaragoza","Mirandes",2,0,"H",2,0,"H"
"915","SP2","201617","18/11/16","Almeria","Elche",2,1,"H",1,1,"D"
"916","SP2","201617","19/11/16","Girona","Lugo",3,1,"H",2,1,"H"
"917","SP2","201617","19/11/16","Mallorca","Sevilla B",2,2,"D",0,2,"A"
"918","SP2","201617","19/11/16","Numancia","Valladolid",2,1,"H",1,0,"H"
"919","SP2","201617","19/11/16","Oviedo","Levante",2,0,"H",0,0,"D"
"920","SP2","201617","20/11/16","Cadiz","Alcorcon",4,1,"H",0,1,"A"
"921","SP2","201617","20/11/16","Getafe","Zaragoza",1,0,"H",0,0,"D"
"922","SP2","201617","20/11/16","Mirandes","Cordoba",1,1,"D",1,0,"H"
"923","SP2","201617","20/11/16","Reus Deportiu","Gimnastic",1,0,"H",0,0,"D"
"924","SP2","201617","20/11/16","Tenerife","UCAM Murcia",2,1,"H",2,1,"H"
"925","SP2","201617","20/11/16","Vallecano","Huesca",2,2,"D",1,1,"D"
"926","SP2","201617","25/11/16","Gimnastic","Cadiz",1,0,"H",0,0,"D"
"927","SP2","201617","26/11/16","Alcorcon","Oviedo",5,1,"H",2,0,"H"
"928","SP2","201617","26/11/16","Lugo","Tenerife",1,3,"A",1,1,"D"
"929","SP2","201617","26/11/16","UCAM Murcia","Numancia",3,2,"H",0,1,"A"
"930","SP2","201617","26/11/16","Valladolid","Almeria",0,0,"D",0,0,"D"
"931","SP2","201617","26/11/16","Zaragoza","Reus Deportiu",2,2,"D",1,0,"H"
"932","SP2","201617","27/11/16","Cordoba","Getafe",1,3,"A",0,1,"A"
"933","SP2","201617","27/11/16","Elche","Mallorca",1,0,"H",0,0,"D"
"934","SP2","201617","27/11/16","Huesca","Girona",1,2,"A",1,2,"A"
"935","SP2","201617","27/11/16","Sevilla B","Mirandes",1,0,"H",1,0,"H"
"936","SP2","201617","02/12/16","Getafe","Sevilla B",2,0,"H",1,0,"H"
"937","SP2","201617","03/12/16","Cadiz","Zaragoza",3,0,"H",1,0,"H"
"938","SP2","201617","03/12/16","Mirandes","Elche",1,0,"H",1,0,"H"
"939","SP2","201617","03/12/16","Numancia","Almeria",1,0,"H",1,0,"H"
"940","SP2","201617","03/12/16","UCAM Murcia","Lugo",1,2,"A",1,1,"D"
"941","SP2","201617","04/12/16","Girona","Levante",2,1,"H",1,0,"H"
"942","SP2","201617","04/12/16","Mallorca","Valladolid",0,3,"A",0,0,"D"
"943","SP2","201617","04/12/16","Oviedo","Gimnastic",1,0,"H",1,0,"H"
"944","SP2","201617","04/12/16","Reus Deportiu","Cordoba",1,2,"A",0,1,"A"
"945","SP2","201617","04/12/16","Tenerife","Huesca",1,1,"D",1,0,"H"
"946","SP2","201617","04/12/16","Vallecano","Alcorcon",2,0,"H",0,0,"D"
"947","SP2","201617","09/12/16","Sevilla B","Reus Deportiu",0,1,"A",0,0,"D"
"948","SP2","201617","10/12/16","Elche","Getafe",2,2,"D",0,2,"A"
"949","SP2","201617","10/12/16","Gimnastic","Vallecano",0,1,"A",0,0,"D"
"950","SP2","201617","10/12/16","Huesca","UCAM Murcia",5,2,"H",2,1,"H"
"951","SP2","201617","10/12/16","Levante","Tenerife",1,0,"H",0,0,"D"
"952","SP2","201617","11/12/16","Alcorcon","Girona",2,1,"H",2,0,"H"
"953","SP2","201617","11/12/16","Almeria","Mallorca",2,1,"H",1,0,"H"
"954","SP2","201617","11/12/16","Cordoba","Cadiz",1,3,"A",0,0,"D"
"955","SP2","201617","11/12/16","Lugo","Numancia",3,1,"H",1,1,"D"
"956","SP2","201617","11/12/16","Valladolid","Mirandes",5,0,"H",2,0,"H"
"957","SP2","201617","11/12/16","Zaragoza","Oviedo",2,1,"H",1,0,"H"
"958","SP2","201617","14/12/16","Levante","Vallecano",1,0,"H",1,0,"H"
"959","SP2","201617","16/12/16","Reus Deportiu","Elche",0,1,"A",0,0,"D"
"960","SP2","201617","17/12/16","Getafe","Valladolid",3,1,"H",0,0,"D"
"961","SP2","201617","17/12/16","Girona","Gimnastic",4,2,"H",1,2,"A"
"962","SP2","201617","17/12/16","Lugo","Huesca",1,1,"D",0,1,"A"
"963","SP2","201617","17/12/16","Oviedo","Cordoba",1,2,"A",0,1,"A"
"964","SP2","201617","17/12/16","Tenerife","Alcorcon",2,0,"H",1,0,"H"
"965","SP2","201617","18/12/16","Cadiz","Sevilla B",4,1,"H",1,0,"H"
"966","SP2","201617","18/12/16","Mirandes","Almeria",2,1,"H",0,0,"D"
"967","SP2","201617","18/12/16","Numancia","Mallorca",3,1,"H",2,1,"H"
"968","SP2","201617","18/12/16","Vallecano","Zaragoza",1,2,"A",0,0,"D"
"969","SP2","201617","06/01/17","Almeria","Getafe",0,1,"A",0,0,"D"
"970","SP2","201617","06/01/17","Mallorca","Mirandes",2,0,"H",0,0,"D"
"971","SP2","201617","06/01/17","Numancia","Huesca",0,0,"D",0,0,"D"
"972","SP2","201617","06/01/17","Valladolid","Reus Deportiu",1,0,"H",0,0,"D"
"973","SP2","201617","07/01/17","Cordoba","Vallecano",0,0,"D",0,0,"D"
"974","SP2","201617","07/01/17","Levante","Lugo",1,0,"H",0,0,"D"
"975","SP2","201617","08/01/17","Alcorcon","UCAM Murcia",0,0,"D",0,0,"D"
"976","SP2","201617","08/01/17","Elche","Cadiz",2,3,"A",1,1,"D"
"977","SP2","201617","08/01/17","Gimnastic","Tenerife",1,1,"D",0,1,"A"
